no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,monthly_loan_payment,dti_ratio,total_assets_value,asset_to_loan_ratio,loan_status
4.0,0,0,6900000.0,16500000.0,8.0,426.0,3900000.0,5200000.0,18300000.0,9000000.0,2.3913040012602895,171875.0,0.29891304347826086,36400000.0,2.2060604723599715,1
1.0,0,1,1700000.0,6000000.0,16.0,754.0,3900000.0,1500000.0,6400000.0,1800000.0,3.529409688582536,31250.0,0.22058823529411767,13600000.0,2.2666662888889517,0
5.0,0,0,3400000.0,6900000.0,14.0,312.0,1800000.0,400000.0,10300000.0,3800000.0,2.029411167820245,41071.42857142857,0.14495798319327732,16300000.0,2.3623184982147105,1
5.0,1,0,500000.0,1500000.0,12.0,527.0,100000.0,600000.0,1100000.0,200000.0,2.999994000012,10416.666666666666,0.25,2000000.0,1.333332444445037,1
3.0,0,1,8900000.0,35400000.0,14.0,404.0,22300000.0,7700000.0,26400000.0,5900000.0,3.977527642974422,210714.2857142857,0.2841091492776886,62300000.0,1.7598869559353967,1
5.0,0,0,700000.0,1700000.0,18.0,757.0,1900000.0,200000.0,2100000.0,600000.0,2.4285679591886296,7870.37037037037,0.1349206349206349,4800000.0,2.823527750866029,0
5.0,0,1,6700000.0,20200000.0,8.0,406.0,6900000.0,4900000.0,15300000.0,7100000.0,3.014924923145534,210416.66666666666,0.376865671641791,34200000.0,1.693069223115385,1
4.0,0,0,9600000.0,25500000.0,20.0,544.0,4000000.0,11400000.0,23800000.0,11100000.0,2.6562497233073206,106250.0,0.1328125,50300000.0,1.9725489422529827,1
3.0,0,0,3500000.0,13300000.0,4.0,798.0,7400000.0,5300000.0,12100000.0,3600000.0,3.7999989142860247,277083.3333333333,0.9499999999999998,28400000.0,2.1353381853129183,0
1.0,1,0,7100000.0,23500000.0,12.0,768.0,6400000.0,12100000.0,22400000.0,7300000.0,3.309858688752297,163194.44444444444,0.27582159624413144,48200000.0,2.051063742507926,0
3.0,1,0,7700000.0,18700000.0,8.0,483.0,15100000.0,5600000.0,24600000.0,10200000.0,2.4285711131725827,194791.66666666666,0.30357142857142855,55500000.0,2.9679142797906803,1
2.0,0,0,2900000.0,10200000.0,4.0,789.0,1200000.0,4100000.0,6100000.0,3600000.0,3.517240166468908,212500.0,0.8793103448275862,15000000.0,1.4705880911188145,0
2.0,1,1,3500000.0,13300000.0,4.0,420.0,6400000.0,1700000.0,8000000.0,2300000.0,3.7999989142860247,277083.3333333333,0.9499999999999998,18400000.0,1.383458542597102,0
3.0,1,0,4600000.0,17900000.0,8.0,396.0,10700000.0,4000000.0,12300000.0,2600000.0,3.891303501890543,186458.33333333334,0.4864130434782609,29600000.0,1.6536311925345704,1
1.0,0,1,8000000.0,30600000.0,10.0,720.0,23700000.0,8500000.0,24900000.0,9700000.0,3.8249995218750596,255000.0,0.3825,66800000.0,2.1830064646076317,0
5.0,0,0,6600000.0,18800000.0,4.0,639.0,3200000.0,1100000.0,25100000.0,4300000.0,2.8484844168963006,391666.6666666667,0.7121212121212122,33700000.0,1.7925530961407927,0
4.0,1,0,1700000.0,4500000.0,12.0,821.0,3200000.0,1900000.0,4900000.0,1500000.0,2.647057266436902,31250.0,0.22058823529411767,11500000.0,2.555554987654447,0
5.0,0,1,5000000.0,16400000.0,14.0,525.0,13000000.0,9100000.0,15300000.0,3300000.0,3.279999344000131,97619.04761904762,0.23428571428571426,40700000.0,2.481707165749563,1
0.0,0,1,4500000.0,9600000.0,14.0,471.0,3200000.0,7700000.0,11000000.0,3600000.0,2.1333328592593648,57142.857142857145,0.1523809523809524,25500000.0,2.6562497233073206,1
2.0,1,0,6900000.0,16500000.0,16.0,785.0,19600000.0,8600000.0,27100000.0,3600000.0,2.3913040012602895,85937.5,0.14945652173913043,58900000.0,3.569696753351712,0
5.0,1,0,7600000.0,17500000.0,6.0,510.0,9100000.0,3500000.0,15700000.0,9800000.0,2.302631275969569,243055.55555555556,0.3837719298245614,38100000.0,2.177142732734701,1
0.0,0,1,1300000.0,4800000.0,4.0,835.0,500000.0,100000.0,3300000.0,800000.0,3.6923048520731907,100000.0,0.9230769230769231,4700000.0,0.9791664626736536,1
3.0,0,1,7700000.0,18900000.0,2.0,583.0,9300000.0,3000000.0,16700000.0,9300000.0,2.454545135773359,787500.0,1.2272727272727273,38300000.0,2.0264549192351895,0
5.0,1,0,6500000.0,13800000.0,10.0,342.0,15300000.0,2300000.0,14400000.0,7300000.0,2.123076596449754,115000.0,0.21230769230769234,39300000.0,2.8478258805923273,1
1.0,0,0,6000000.0,20100000.0,6.0,476.0,13900000.0,10000000.0,15200000.0,5500000.0,3.3499994416667596,279166.6666666667,0.5583333333333333,44600000.0,2.218905362243514,1
2.0,1,0,700000.0,1700000.0,10.0,839.0,100000.0,700000.0,2000000.0,900000.0,2.4285679591886296,14166.666666666666,0.24285714285714283,3700000.0,2.1764693079592305,0
5.0,1,0,5400000.0,15100000.0,12.0,522.0,5200000.0,4700000.0,13900000.0,5700000.0,2.7962957784637448,104861.11111111111,0.2330246913580247,29500000.0,1.9536422547256784,1
3.0,0,0,8000000.0,26200000.0,16.0,890.0,15800000.0,4300000.0,25000000.0,4000000.0,3.2749995906250513,136458.33333333334,0.20468750000000002,49100000.0,1.8740457299982545,0
1.0,1,0,8400000.0,32500000.0,14.0,698.0,20600000.0,5900000.0,17300000.0,12200000.0,3.869047158446767,193452.38095238095,0.2763605442176871,56000000.0,1.7230768700591732,0
2.0,0,0,1800000.0,5300000.0,2.0,679.0,1000000.0,1400000.0,5800000.0,900000.0,2.944442808642884,220833.33333333334,1.4722222222222223,9100000.0,1.7169808081168287,0
2.0,1,0,2100000.0,5000000.0,4.0,542.0,700000.0,600000.0,6600000.0,3100000.0,2.380951247166073,104166.66666666667,0.5952380952380952,11000000.0,2.199999560000088,1
5.0,0,1,3000000.0,11800000.0,10.0,672.0,8700000.0,3600000.0,9800000.0,4100000.0,3.9333320222226593,98333.33333333333,0.3933333333333333,26200000.0,2.2203387948865427,0
5.0,1,0,6700000.0,23200000.0,18.0,672.0,1600000.0,6700000.0,20800000.0,5400000.0,3.462686050345366,107407.4074074074,0.1923714759535655,34500000.0,1.4870689014194438,0
2.0,1,0,6600000.0,22900000.0,16.0,543.0,2500000.0,11000000.0,26300000.0,8500000.0,3.4696964439853875,119270.83333333333,0.2168560606060606,48300000.0,2.109170213573353,1
5.0,1,0,4900000.0,14100000.0,2.0,802.0,3300000.0,7500000.0,16100000.0,2700000.0,2.877550433152973,587500.0,1.4387755102040818,29600000.0,2.099290631255984,0
3.0,1,1,1000000.0,3700000.0,8.0,725.0,3000000.0,1300000.0,4000000.0,1300000.0,3.6999963000037,38541.666666666664,0.4625,9600000.0,2.594593893353002,0
2.0,1,1,3800000.0,8000000.0,12.0,866.0,6000000.0,600000.0,8400000.0,1900000.0,2.1052626038782623,55555.555555555555,0.17543859649122806,16900000.0,2.112499735937533,0
1.0,0,0,8200000.0,25600000.0,4.0,686.0,2000000.0,5900000.0,17300000.0,4400000.0,3.121950838786483,533333.3333333334,0.7804878048780488,29600000.0,1.1562499548339862,0
2.0,1,0,200000.0,800000.0,6.0,338.0,100000.0,0.0,400000.0,100000.0,3.9999800000999994,11111.111111111111,0.6666666666666666,600000.0,0.7499990625011719,1
0.0,1,0,9800000.0,29400000.0,20.0,618.0,1200000.0,14600000.0,33800000.0,8300000.0,2.9999996938775824,122500.0,0.15,57900000.0,1.969387688116065,0
0.0,1,1,3300000.0,10800000.0,12.0,797.0,600000.0,6000000.0,7700000.0,3300000.0,3.272726280992036,75000.0,0.2727272727272727,17600000.0,1.6296294787380112,0
3.0,1,1,5600000.0,20900000.0,14.0,649.0,4000000.0,10700000.0,13000000.0,8200000.0,3.7321421906888945,124404.76190476191,0.26658163265306123,35900000.0,1.7177032670955374,0
1.0,0,1,2200000.0,8700000.0,20.0,539.0,1000000.0,4000000.0,8200000.0,2600000.0,3.9545436570256105,36250.0,0.19772727272727272,15800000.0,1.8160917452768108,1
0.0,0,0,3000000.0,7000000.0,10.0,781.0,7200000.0,600000.0,11700000.0,2700000.0,2.3333325555558146,58333.333333333336,0.23333333333333334,22200000.0,3.1714281183674116,0
1.0,1,0,7300000.0,23700000.0,16.0,852.0,9400000.0,6800000.0,22600000.0,8500000.0,3.246574897729466,123437.5,0.20291095890410957,47300000.0,1.9957805065071517,0
5.0,0,1,2700000.0,10400000.0,2.0,723.0,2800000.0,700000.0,10300000.0,1400000.0,3.8518504252405834,433333.3333333333,1.9259259259259258,15200000.0,1.4615383210059307,0
2.0,0,1,3500000.0,8100000.0,4.0,589.0,3800000.0,6700000.0,12500000.0,2700000.0,2.3142850530614134,168750.0,0.5785714285714285,25700000.0,3.1728391144643067,0
3.0,0,1,8500000.0,30800000.0,20.0,448.0,23000000.0,1400000.0,22900000.0,7900000.0,3.6235289854671784,128333.33333333333,0.18117647058823527,55200000.0,1.7922077340192295,1
4.0,1,1,7900000.0,31400000.0,10.0,654.0,16500000.0,15200000.0,25400000.0,5000000.0,3.974683041179362,261666.66666666666,0.3974683544303797,62100000.0,1.977706943385129,0
2.0,1,1,200000.0,500000.0,6.0,746.0,400000.0,0.0,500000.0,0.0,2.4999875000625,6944.444444444444,0.41666666666666663,900000.0,1.7999964000072,0
3.0,1,1,3400000.0,12400000.0,2.0,730.0,2500000.0,3900000.0,12200000.0,4600000.0,3.6470577508653674,516666.6666666667,1.823529411764706,23200000.0,1.8709675910510006,0
3.0,1,1,5000000.0,16700000.0,20.0,420.0,1100000.0,5000000.0,18700000.0,6900000.0,3.3399993320001338,69583.33333333333,0.16699999999999998,31700000.0,1.8982034791494922,1
0.0,0,0,7000000.0,27800000.0,16.0,640.0,11500000.0,3700000.0,16000000.0,8200000.0,3.9714280040817136,144791.66666666666,0.2482142857142857,39400000.0,1.4172661360695635,0
0.0,0,0,3100000.0,6500000.0,2.0,391.0,100000.0,3800000.0,9900000.0,2400000.0,2.096773517169833,270833.3333333333,1.0483870967741935,16200000.0,2.4923073088757985,1
5.0,0,1,9300000.0,30500000.0,18.0,841.0,19300000.0,10300000.0,34600000.0,8700000.0,3.279569539831232,141203.7037037037,0.1821983273596177,72900000.0,2.3901638560602017,0
3.0,1,0,6100000.0,14800000.0,10.0,492.0,6700000.0,3500000.0,17900000.0,6100000.0,2.426229110454244,123333.33333333333,0.24262295081967214,34200000.0,2.3108106546749556,1
2.0,1,0,4300000.0,11800000.0,20.0,701.0,11600000.0,4600000.0,14200000.0,3300000.0,2.744185408328975,49166.666666666664,0.1372093023255814,33700000.0,2.8559319613616982,0
4.0,1,1,7800000.0,26800000.0,2.0,474.0,8900000.0,11200000.0,18400000.0,5600000.0,3.435896995397821,1116666.6666666667,1.717948717948718,44100000.0,1.6455223266596146,0
2.0,0,0,1400000.0,4700000.0,20.0,563.0,400000.0,2300000.0,2800000.0,1400000.0,3.3571404591853864,19583.333333333332,0.16785714285714284,6900000.0,1.4680847940245119,0
3.0,0,1,7700000.0,21800000.0,18.0,684.0,100000.0,600000.0,15600000.0,5500000.0,2.831168463484615,100925.92592592593,0.1572871572871573,21800000.0,0.9999999541284424,0
1.0,0,1,5300000.0,11500000.0,14.0,848.0,1300000.0,3600000.0,14700000.0,5700000.0,2.1698109113564317,68452.38095238095,0.1549865229110512,25300000.0,2.1999998086956687,0
0.0,0,1,3500000.0,11700000.0,14.0,649.0,2700000.0,700000.0,11400000.0,4800000.0,3.342856187755375,69642.85714285714,0.23877551020408164,19600000.0,1.6752135320330315,0
4.0,1,1,5900000.0,16500000.0,2.0,765.0,13000000.0,9400000.0,20000000.0,3500000.0,2.7966096954898823,687500.0,1.3983050847457628,45900000.0,2.781818013223151,0
3.0,0,0,6600000.0,22200000.0,12.0,759.0,8900000.0,2200000.0,18700000.0,8500000.0,3.3636358539945674,154166.66666666666,0.2803030303030303,38300000.0,1.7252251475123808,0
3.0,1,1,4400000.0,10900000.0,18.0,611.0,8600000.0,6300000.0,8800000.0,3000000.0,2.4772721642563265,50462.96296296296,0.13762626262626262,26700000.0,2.4495410596751324,0
5.0,0,0,1100000.0,4000000.0,16.0,498.0,400000.0,100000.0,2300000.0,700000.0,3.6363603305815175,20833.333333333332,0.22727272727272724,3500000.0,0.8749997812500547,1
1.0,1,1,9500000.0,28700000.0,16.0,526.0,24600000.0,4900000.0,31800000.0,6600000.0,3.0210523135734406,149479.16666666666,0.18881578947368421,67900000.0,2.365853576102663,1
5.0,1,1,2300000.0,4700000.0,18.0,592.0,1600000.0,3900000.0,6200000.0,2800000.0,2.0434773724011426,21759.25925925926,0.11352657004830918,14500000.0,3.0851057265732496,0
2.0,0,1,8400000.0,32600000.0,10.0,384.0,13900000.0,1600000.0,21600000.0,7000000.0,3.8809519189342954,271666.6666666667,0.3880952380952381,44100000.0,1.3527606947005921,1
1.0,0,0,4100000.0,9400000.0,6.0,713.0,0.0,1000000.0,11100000.0,3100000.0,2.292682367638447,130555.55555555556,0.3821138211382114,15200000.0,1.617021104572223,0
2.0,0,0,6400000.0,16500000.0,8.0,544.0,12100000.0,6300000.0,15200000.0,5400000.0,2.5781245971680318,171875.0,0.322265625,39000000.0,2.3636362203856836,1
4.0,0,0,8000000.0,25500000.0,4.0,722.0,17200000.0,13900000.0,26200000.0,4900000.0,3.18749960156255,531250.0,0.796875,62200000.0,2.4392155906189963,0
1.0,1,0,5100000.0,20000000.0,4.0,506.0,7900000.0,8900000.0,20300000.0,6700000.0,3.9215678585161062,416666.6666666667,0.9803921568627452,43800000.0,2.1899998905000055,0
3.0,1,1,8800000.0,26700000.0,10.0,379.0,10100000.0,15500000.0,27000000.0,9700000.0,3.0340905643078906,222500.0,0.3034090909090909,62300000.0,2.333333245942575,1
3.0,0,1,4800000.0,14200000.0,12.0,547.0,10400000.0,700000.0,9800000.0,2400000.0,2.9583327170140175,98611.11111111111,0.24652777777777776,23300000.0,1.6408449548700736,1
4.0,0,1,6100000.0,15300000.0,14.0,573.0,1100000.0,9900000.0,13300000.0,8400000.0,2.5081963101317526,91071.42857142857,0.1791569086651054,32700000.0,2.1372547622709304,0
2.0,0,1,3800000.0,14400000.0,2.0,301.0,2300000.0,1400000.0,7600000.0,2400000.0,3.7894726869808717,600000.0,1.894736842105263,13700000.0,0.9513888228202206,1
1.0,1,1,2200000.0,5400000.0,16.0,641.0,5900000.0,0.0,4800000.0,1200000.0,2.4545443388434824,28125.0,0.1534090909090909,11900000.0,2.203703295610501,0
2.0,0,1,1400000.0,4600000.0,4.0,804.0,1900000.0,2200000.0,5200000.0,700000.0,3.2857119387771867,95833.33333333333,0.8214285714285714,10000000.0,2.1739125708885716,0
0.0,0,0,3000000.0,9600000.0,12.0,620.0,7900000.0,0.0,8600000.0,3600000.0,3.199998933333689,66666.66666666667,0.26666666666666666,20100000.0,2.093749781901064,0
5.0,1,0,7000000.0,18300000.0,4.0,418.0,18400000.0,11700000.0,21500000.0,7600000.0,2.6142853408163798,381250.0,0.6535714285714286,59200000.0,3.2349725008211747,1
5.0,1,1,5300000.0,13700000.0,18.0,708.0,7600000.0,900000.0,19200000.0,5900000.0,2.5849051726594015,63425.92592592593,0.14360587002096437,33600000.0,2.452554565506966,0
5.0,1,0,4200000.0,12600000.0,18.0,571.0,8900000.0,3200000.0,11700000.0,6200000.0,2.999999285714456,58333.333333333336,0.16666666666666669,30000000.0,2.3809521919879213,0
4.0,0,0,7200000.0,23100000.0,12.0,632.0,4600000.0,8500000.0,19400000.0,4400000.0,3.2083328877315433,160416.66666666666,0.2673611111111111,36900000.0,1.5974025282509727,0
2.0,1,1,600000.0,1100000.0,8.0,885.0,700000.0,0.0,1200000.0,300000.0,1.8333302777828704,11458.333333333334,0.22916666666666669,2200000.0,1.9999981818198347,0
5.0,0,1,5800000.0,16600000.0,18.0,376.0,2500000.0,7500000.0,21100000.0,2800000.0,2.86206847205716,76851.85185185185,0.15900383141762453,33900000.0,2.042168551676593,1
1.0,0,1,6200000.0,19700000.0,18.0,820.0,11200000.0,3400000.0,15600000.0,4700000.0,3.1774188423517997,91203.70370370371,0.17652329749103943,34900000.0,1.7715735141333242,0
2.0,0,0,7800000.0,22200000.0,10.0,735.0,9700000.0,4600000.0,23000000.0,6900000.0,2.846153481262374,185000.0,0.2846153846153846,44200000.0,1.9909909013067162,0
2.0,0,1,8100000.0,25700000.0,8.0,455.0,22300000.0,11500000.0,19800000.0,9500000.0,3.1728391144643067,267708.3333333333,0.3966049382716049,63100000.0,2.4552528227528083,1
4.0,1,0,7200000.0,27400000.0,8.0,735.0,14100000.0,14200000.0,19400000.0,9500000.0,3.805555027006246,285416.6666666667,0.4756944444444445,57200000.0,2.087591164686454,0
5.0,0,1,7100000.0,19700000.0,4.0,727.0,7700000.0,12900000.0,23600000.0,5800000.0,2.7746474965285217,410416.6666666667,0.693661971830986,50000000.0,2.5380709371537598,0
1.0,0,0,8100000.0,29600000.0,4.0,672.0,8200000.0,5100000.0,21100000.0,5400000.0,3.6543205365036373,616666.6666666666,0.9135802469135802,39800000.0,1.3445945491691031,0
3.0,0,1,500000.0,900000.0,12.0,538.0,0.0,700000.0,1500000.0,300000.0,1.7999964000072,6250.0,0.15000000000000002,2500000.0,2.777774691361454,1
0.0,0,1,8900000.0,20900000.0,18.0,568.0,18800000.0,700000.0,32700000.0,5300000.0,2.3483143428860287,96759.25925925926,0.13046192259675407,57500000.0,2.7511960406126295,0
0.0,0,0,8100000.0,21300000.0,2.0,392.0,14200000.0,6600000.0,31500000.0,11000000.0,2.6296293049840362,887500.0,1.3148148148148149,63300000.0,2.971830846392918,1
1.0,0,1,1800000.0,6300000.0,12.0,749.0,4200000.0,200000.0,3800000.0,2700000.0,3.499998055556636,43750.0,0.2916666666666667,10900000.0,1.730158455530404,0
1.0,0,0,6300000.0,22000000.0,20.0,646.0,9500000.0,7900000.0,13500000.0,5500000.0,3.4920629377677876,91666.66666666667,0.17460317460317462,36400000.0,1.6545453793388465,0
3.0,1,1,4900000.0,17500000.0,20.0,823.0,12600000.0,8700000.0,14300000.0,4800000.0,3.5714278425657464,72916.66666666667,0.1785714285714286,40400000.0,2.308571296653069,0
0.0,1,1,4500000.0,11500000.0,14.0,509.0,13400000.0,2300000.0,15400000.0,5900000.0,2.555554987654447,68452.38095238095,0.18253968253968253,37000000.0,3.2173910245746935,1
4.0,0,0,6700000.0,16000000.0,4.0,791.0,0.0,13000000.0,20700000.0,5200000.0,2.3880593450657694,333333.3333333333,0.5970149253731343,38900000.0,2.4312498480468845,0
3.0,1,0,4700000.0,16700000.0,12.0,775.0,4000000.0,1700000.0,17300000.0,3500000.0,3.5531907333636736,115972.22222222222,0.2960992907801418,26500000.0,1.5868262522858532,0
2.0,1,0,4000000.0,9400000.0,8.0,874.0,4400000.0,3700000.0,10200000.0,4800000.0,2.349999412500147,97916.66666666667,0.29375,23100000.0,2.4574465470801545,0
5.0,1,1,3800000.0,9100000.0,18.0,654.0,9000000.0,4000000.0,10200000.0,3000000.0,2.394736211911523,42129.62962962963,0.1330409356725146,26200000.0,2.879120562734004,0
4.0,0,1,5100000.0,14000000.0,12.0,459.0,9800000.0,0.0,10400000.0,6800000.0,2.745097500961274,97222.22222222222,0.22875816993464052,27000000.0,1.9285712908163364,1
0.0,1,0,3500000.0,11900000.0,12.0,686.0,4400000.0,4800000.0,10100000.0,2500000.0,3.399999028571706,82638.88888888889,0.2833333333333333,21800000.0,1.831932619165326,0
2.0,0,0,7400000.0,16000000.0,20.0,358.0,16700000.0,5500000.0,26800000.0,4300000.0,2.1621618699781258,66666.66666666667,0.10810810810810813,53300000.0,3.331249791796888,1
0.0,1,0,1100000.0,4300000.0,18.0,828.0,700000.0,800000.0,2900000.0,900000.0,3.9090873553751315,19907.40740740741,0.21717171717171718,5300000.0,1.2325578528935226,0
1.0,1,1,9000000.0,29900000.0,2.0,668.0,22100000.0,7200000.0,24400000.0,4700000.0,3.322221853086461,1245833.3333333333,1.661111111111111,58400000.0,1.9531771922014316,0
1.0,1,1,500000.0,1900000.0,12.0,868.0,200000.0,500000.0,1800000.0,300000.0,3.7999924000152,13194.444444444445,0.3166666666666667,2800000.0,1.4736834349034553,0
5.0,1,1,3600000.0,12400000.0,8.0,333.0,8800000.0,1000000.0,10700000.0,4000000.0,3.4444434876545866,129166.66666666667,0.4305555555555556,24500000.0,1.975806292273686,1
4.0,0,0,8300000.0,24900000.0,16.0,506.0,15400000.0,5600000.0,26700000.0,7000000.0,2.9999996385542604,129687.5,0.1875,54700000.0,2.1967870603699975,1
0.0,1,0,9500000.0,35300000.0,6.0,605.0,10000000.0,12700000.0,31100000.0,7000000.0,3.715789082548518,490277.77777777775,0.6192982456140351,60800000.0,1.7223795546068115,0
0.0,1,0,1300000.0,3400000.0,10.0,464.0,1200000.0,200000.0,3500000.0,1400000.0,2.6153826035518435,28333.333333333332,0.26153846153846155,6300000.0,1.8529406314880497,1
4.0,1,0,1600000.0,3200000.0,16.0,657.0,200000.0,100000.0,5700000.0,1200000.0,1.9999987500007812,16666.666666666668,0.125,7200000.0,2.24999929687522,0
5.0,0,1,6400000.0,15600000.0,8.0,553.0,14200000.0,2900000.0,20400000.0,8000000.0,2.4374996191406844,162500.0,0.3046875,45500000.0,2.916666479700867,0
4.0,1,1,4900000.0,15900000.0,10.0,668.0,10800000.0,8300000.0,14900000.0,2800000.0,3.2448972969597354,132500.0,0.32448979591836735,36800000.0,2.3144652632411784,0
1.0,1,1,9500000.0,19100000.0,16.0,662.0,100000.0,10500000.0,37700000.0,11700000.0,2.0105261041551468,99479.16666666667,0.1256578947368421,60000000.0,3.1413610920753356,0
4.0,1,1,1600000.0,3200000.0,20.0,371.0,1600000.0,2300000.0,4600000.0,1000000.0,1.9999987500007812,13333.333333333334,0.09999999999999999,9500000.0,2.968749072265915,1
4.0,0,1,5800000.0,15800000.0,14.0,528.0,6300000.0,100000.0,21400000.0,8700000.0,2.72413746135561,94047.61904761905,0.19458128078817735,36500000.0,2.310126436067947,1
1.0,1,1,2400000.0,6200000.0,12.0,337.0,3400000.0,2100000.0,9400000.0,2300000.0,2.583332256944893,43055.555555555555,0.21527777777777776,17200000.0,2.7741931009365968,1
1.0,1,0,6200000.0,19500000.0,20.0,448.0,3300000.0,7100000.0,22400000.0,8000000.0,3.1451607830385835,81250.0,0.15725806451612903,40800000.0,2.0923075850098676,1
2.0,1,1,4000000.0,8500000.0,6.0,323.0,11200000.0,1000000.0,14300000.0,4100000.0,2.124999468750133,118055.55555555556,0.3541666666666667,30600000.0,3.599999576470638,1
0.0,0,0,3500000.0,8800000.0,12.0,803.0,5400000.0,300000.0,8400000.0,3400000.0,2.5142849959185725,61111.11111111111,0.2095238095238095,17500000.0,1.9886361376549844,0
0.0,1,0,4200000.0,14800000.0,20.0,510.0,9200000.0,5700000.0,11900000.0,2600000.0,3.523808684807456,61666.666666666664,0.17619047619047618,29400000.0,1.9864863522644356,1
1.0,0,1,7600000.0,30000000.0,16.0,884.0,13300000.0,3600000.0,17200000.0,10800000.0,3.947367901662118,156250.0,0.24671052631578946,44900000.0,1.4966666167777793,0
5.0,0,0,9000000.0,21300000.0,14.0,602.0,3400000.0,7700000.0,35400000.0,11000000.0,2.366666403703733,126785.71428571429,0.16904761904761906,57500000.0,2.699530389693409,0
1.0,0,1,3100000.0,11500000.0,4.0,871.0,1500000.0,2400000.0,7100000.0,3600000.0,3.7096762226850895,239583.33333333334,0.9274193548387096,14600000.0,1.2695651069943386,0
1.0,1,0,7800000.0,21300000.0,10.0,326.0,22800000.0,10700000.0,18500000.0,4500000.0,2.7307688806706563,177500.0,0.27307692307692305,56500000.0,2.6525820350900453,1
4.0,1,1,3000000.0,10900000.0,2.0,786.0,7600000.0,3300000.0,8000000.0,3200000.0,3.633332122222626,454166.6666666667,1.8166666666666667,22100000.0,2.027522749768555,0
3.0,0,1,2200000.0,4400000.0,2.0,861.0,1300000.0,2600000.0,4500000.0,2300000.0,1.9999990909095042,183333.33333333334,1.0,10700000.0,2.431817629132357,0
1.0,1,0,1600000.0,5100000.0,12.0,548.0,2200000.0,2700000.0,3600000.0,800000.0,3.187498007813745,35416.666666666664,0.26562499999999994,9300000.0,1.8235290542099893,1
1.0,0,0,5200000.0,15000000.0,12.0,794.0,3200000.0,7200000.0,16500000.0,5100000.0,2.8846148298817633,104166.66666666667,0.24038461538461542,32000000.0,2.1333331911111206,0
0.0,0,0,4800000.0,15100000.0,6.0,848.0,1300000.0,300000.0,18800000.0,3500000.0,3.1458326779515255,209722.22222222222,0.5243055555555556,23900000.0,1.5827813521336853,0
3.0,1,1,7000000.0,19200000.0,4.0,768.0,8600000.0,13700000.0,19200000.0,7700000.0,2.7428567510204642,400000.0,0.6857142857142857,49200000.0,2.562499866536465,0
3.0,1,1,2000000.0,4200000.0,16.0,571.0,1700000.0,3900000.0,5800000.0,1300000.0,2.099998950000525,21875.0,0.13125,12700000.0,3.023808803855047,0
4.0,0,1,6100000.0,13600000.0,4.0,401.0,10700000.0,2000000.0,20500000.0,3900000.0,2.2295078312282244,283333.3333333333,0.5573770491803278,37100000.0,2.727940975886693,1
2.0,1,1,3800000.0,14500000.0,16.0,567.0,2400000.0,2600000.0,10500000.0,3000000.0,3.81578846952935,75520.83333333333,0.23848684210526314,18500000.0,1.2758619809750358,0
5.0,1,0,9700000.0,28400000.0,4.0,494.0,5300000.0,12000000.0,24400000.0,10000000.0,2.927834749707758,591666.6666666666,0.7319587628865979,51700000.0,1.8204224711118848,1
4.0,1,0,8100000.0,28000000.0,8.0,663.0,8800000.0,11300000.0,26000000.0,5500000.0,3.45678969669263,291666.6666666667,0.4320987654320988,51600000.0,1.8428570770408186,0
3.0,1,0,8800000.0,30700000.0,12.0,707.0,15000000.0,100000.0,32800000.0,8000000.0,3.4886359672004583,213194.44444444444,0.29071969696969696,55900000.0,1.820846846226487,0
2.0,1,0,3300000.0,11700000.0,14.0,439.0,4000000.0,6300000.0,8300000.0,1700000.0,3.5454534710747057,69642.85714285714,0.2532467532467533,20300000.0,1.7350425867484969,1
2.0,1,1,9600000.0,29800000.0,16.0,499.0,24850000.0,6300000.0,31800000.0,7400000.0,3.104166343316006,155208.33333333334,0.19401041666666669,70350000.0,2.3607381758141552,1
0.0,0,1,3800000.0,11700000.0,2.0,351.0,100000.0,6700000.0,12500000.0,3100000.0,3.078946558171958,487500.0,1.5394736842105263,22400000.0,1.914529750894893,0
0.0,0,1,4500000.0,10500000.0,20.0,417.0,9800000.0,2000000.0,9600000.0,5800000.0,2.33333281481493,43750.0,0.11666666666666667,27200000.0,2.5904759437641958,1
4.0,1,1,5800000.0,13300000.0,14.0,742.0,16100000.0,9300000.0,16300000.0,7000000.0,2.2931030529132665,79166.66666666667,0.16379310344827588,48700000.0,3.6616538600260258,0
5.0,0,1,4200000.0,8700000.0,6.0,583.0,6000000.0,800000.0,8500000.0,2500000.0,2.07142807823141,120833.33333333333,0.34523809523809523,17800000.0,2.0459767763245083,0
1.0,1,0,7800000.0,24900000.0,6.0,500.0,15300000.0,10000000.0,16500000.0,4500000.0,3.1923072830375276,345833.3333333333,0.532051282051282,46300000.0,1.8594376763278042,1
3.0,1,1,5100000.0,18000000.0,6.0,510.0,13400000.0,6600000.0,17200000.0,7600000.0,3.5294110726644954,250000.0,0.5882352941176471,44800000.0,2.4888887506172916,1
2.0,1,0,4400000.0,14200000.0,18.0,799.0,6300000.0,7800000.0,10800000.0,2400000.0,3.2272719938018195,65740.74074074074,0.17929292929292928,27300000.0,1.9225350758778115,0
2.0,1,0,3900000.0,14900000.0,6.0,415.0,2200000.0,4300000.0,9500000.0,4600000.0,3.8205118408943997,206944.44444444444,0.6367521367521367,20600000.0,1.382550242781863,1
